"6078",-1
"6079",-1
"6080",-1
"6081",-1
"6082",-1
"6083",-1
"6084",-1
"6085",-1
"6086",-1
"6087",-1
"6088",-1
"6089",-1
"6090",-1
"6091",-1
"6092",-1
"6093",-1
"6094",-1
"6095",-1
"6096",-1
"6097",-1
"6098",-1
"6099",-1
"6100",-1
"6101",-1
"6102",-1
"6104",-1
"6105",-1
"6107",-1
"6108",-1
"6109",-1
"6150",-1
"6151",-1
"6152",-1
"6153",-1
"6154",-1
"6155",-1
"6156",-1
"6157",-1
"6271",-1
"6272",-1
"6273",-1
"6274",-1
"6275",-1
"6276",-1
"6278",-1
"6279",-1
"6287",-1
"6292",-1
"6293",-1
"6295",-1
"3218",-1
"3219",-1
"3220",-1
"3221",-1
"3222",-1
"3223",-1
"3224",-1
"3225",-1
"3226",-1
"3227",-1
"3228",-1
"3229",-1
"3230",-1
"3231",-1
"3232",-1
"3267",-1
"3268",-1
"3272",-1
"3273",-1
"3278",-1
"3291",-1
"3293",-1
"3294",-1
"3308",-1
"3321",-1
"3322",-1
"3323",-1
"3324",-1
"3325",-1
"3326",-1
"3327",-1
"3328",-1
"3329",-1
"3330",-1
"3331",-1
"3332",-1
"3333",-1
"3334",-1
"3335",-1
"3336",-1
"3337",-1
"3338",-1
"3339",-1
"3340",-1
"3341",-1
"3342",-1
"3343",1
"3344",-1
"3345",-1
"3346",-1
"3347",-1
"3348",-1
"3349",1
"3350",-1
"3351",-1
"3352",-1
"3355",-1
"3356",-1
"3357",-1
"3358",-1
"3359",-1
"3360",-1
"3361",-1
"3362",-1
"3363",-1
"3364",-1
"3365",-1
"3366",-1
"3367",-1
"3368",-1
"3369",-1
"3370",-1
"3371",-1
"3372",-1
"3373",-1
"3374",-1
"3375",-1
"3376",-1
"3377",-1
"3378",-1
"3379",-1
"3380",-1
"3381",-1
"3382",-1
"3383",-1
"3384",-1
"3385",-1
"3386",-1
"3387",-1
"3388",-1
"3389",-1
"3390",1
"3391",-1
"3392",-1
"3393",-1
"3394",-1
"3395",-1
"3396",-1
"3397",-1
"3398",-1
"3399",-1
"3400",-1
"3401",-1
"3402",-1
"3403",-1
"3404",-1
"3405",-1
"3406",-1
"3407",-1
"3408",-1
"3409",-1
"3410",-1
"3411",-1
"3412",-1
"3413",-1
"3414",-1
"3415",-1
"3416",-1
"3417",-1
"3418",-1
"3419",-1
"3420",-1
"3421",-1
"3422",-1
"3423",-1
"3424",-1
"3425",-1
"3426",-1
"3427",-1
"3428",-1
"3429",-1
"3430",-1
"3431",-1
"3432",-1
"3433",-1
"3434",-1
"3435",-1
"3436",-1
"3437",-1
"3438",1
"3439",-1
"3440",-1
"3441",-1
"3442",-1
"3443",-1
"3444",-1
"3445",-1
"3446",-1
"3447",-1
"3448",-1
"3449",-1
"3450",-1
"3451",-1
"3452",-1
"3453",-1
"3454",-1
"3455",-1
"3456",-1
"3457",-1
"3458",-1
"3459",-1
"3460",-1
"3461",-1
"3462",-1
"3463",-1
"3464",-1
"3465",-1
"3466",-1
"3467",-1
"3468",1
"3469",-1
"3470",-1
"3471",-1
"3472",-1
"3473",-1
"3474",-1
"3475",1
"3476",-1
"3477",-1
"3478",-1
"3479",-1
"3480",-1
"3481",-1
"3482",-1
"3483",-1
"3484",-1
"3485",-1
"3486",-1
"3487",-1
"3488",-1
"3489",-1
"3490",-1
"3491",-1
"3492",-1
"3493",-1
"3494",-1
"3495",-1
"3496",-1
"3497",-1
"3498",-1
"3499",-1
"3500",-1
"3501",1
"3502",-1
"3503",-1
"3504",-1
"3505",-1
"3506",-1
"3507",-1
"3508",-1
"3509",-1
"3510",-1
"3511",-1
"3512",-1
"3513",-1
"3514",-1
"3515",-1
"3516",-1
"3517",-1
"3518",-1
"3519",-1
"3520",-1
"3521",-1
"3522",-1
"3523",-1
"3524",-1
"3525",-1
"3526",-1
"3527",-1
"3528",-1
"3529",-1
"3530",-1
"3531",-1
"3532",-1
"3533",-1
"3534",-1
"3535",-1
"3536",-1
"3537",-1
"3538",-1
"3539",-1
"3540",-1
"3541",-1
"3542",-1
"3543",-1
"3544",-1
"3545",-1
"3546",-1
"3547",-1
"3548",-1
"3549",-1
"3550",-1
"3551",1
"3552",-1
"3553",-1
"3554",-1
"3555",-1
"3556",-1
"3557",-1
"3558",-1
"3559",-1
"3560",-1
"3561",-1
"3562",-1
"3563",-1
"3564",-1
"3565",-1
"3566",-1
"3567",-1
"3568",-1
"3569",-1
"3570",-1
"3571",-1
"3572",-1
"3573",-1
"3574",-1
"3575",-1
"3576",-1
"3577",-1
"3578",1
"3579",-1
"3580",-1
"3581",-1
"3582",1
"3583",-1
"3584",-1
"3585",-1
"3586",-1
"3587",-1
"3588",-1
"3599",-1
"3600",-1
"3601",-1
"3602",-1
"3603",-1
"3604",-1
"3605",-1
"3606",-1
"3607",-1
"3608",-1
"3609",-1
"3610",-1
"3611",-1
"3612",-1
"3613",-1
"3614",-1
"3615",-1
"3616",-1
"3617",-1
"3618",-1
"3619",-1
"3620",-1
"3621",-1
"3622",-1
"3623",-1
"3624",-1
"3625",-1
"3626",-1
"3627",-1
"3628",-1
"3629",-1
"3630",-1
"3631",-1
"3632",-1
"3633",-1
"3634",-1
"3635",-1
"3636",-1
"3637",-1
"3639",-1
"3640",-1
"3641",-1
"3642",-1
"3643",-1
"3668",-1
"3669",-1
"3670",-1
"3671",1
"3672",-1
"3673",-1
"3674",-1
"3675",-1
"3676",-1
"3677",-1
"3678",-1
"3679",-1
"3680",-1
"3681",-1
"3682",-1
"3683",-1
"3684",-1
"3685",-1
"3686",-1
"3687",-1
"3688",-1
"3689",-1
"3690",-1
"3691",-1
"3708",-1
"3709",-1
"3710",-1
"3711",-1
"3712",-1
"3713",-1
"3714",-1
"3715",-1
"3716",-1
"3717",-1
"3718",-1
"3719",-1
"3720",-1
"3721",-1
"3722",-1
"3723",-1
"3724",-1
"3725",-1
"3726",1
"3727",-1
"3728",1
"3729",-1
"3730",-1
"3731",-1
"3732",-1
"3733",-1
"3734",-1
"3735",-1
"3736",-1
"3737",-1
"3738",-1
"3739",-1
"3740",-1
"3741",-1
"3742",-1
"3743",-1
"3744",-1
"3745",-1
"3746",-1
"3747",-1
"3748",-1
"3749",-1
"3750",-1
"3751",-1
"3752",-1
"3753",1
"3754",-1
"3755",-1
"3756",-1
"3757",-1
"3758",-1
"3759",-1
"3760",-1
"3761",-1
"3762",-1
"6103",-1
"6106",-1
"6110",-1
"6111",-1
